radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal,created_date,updated_date
LTE,410,1,50836,37326850,-1,68.8257,27.5894,1000,5,1,1674398906,1674398925,0,2023-01-22 14:48:26,2023-01-22 14:48:45
LTE,410,1,32861,46376718,-1,68.8501,27.6069,2167,9,1,1674398985,1674399202,0,2023-01-22 14:49:45,2023-01-22 14:53:22
LTE,410,1,32861,46376708,-1,68.8453,27.6027,1497,39,1,1674398995,1674399174,0,2023-01-22 14:49:55,2023-01-22 14:52:54
UMTS,410,3,31006,878292,473,68.8509,27.6075,1983,59,1,1674399006,1674399254,0,2023-01-22 14:50:06,2023-01-22 14:54:14
UMTS,410,3,31006,888276,389,68.8509,27.6075,1983,59,1,1674399006,1674399254,0,2023-01-22 14:50:06,2023-01-22 14:54:14
UMTS,410,3,31006,888266,324,68.8509,27.6075,1983,59,1,1674399006,1674399254,0,2023-01-22 14:50:06,2023-01-22 14:54:14
LTE,410,1,32861,36136450,-1,68.8554,27.6139,1536,6,1,1674399086,1674399282,0,2023-01-22 14:51:26,2023-01-22 14:54:42
LTE,410,1,32861,36136460,-1,68.8603,27.6162,1000,11,1,1674399186,1674399262,0,2023-01-22 14:53:06,2023-01-22 14:54:22
LTE,410,1,34981,36180481,-1,68.8663,27.6299,1000,3,1,1674399316,1674399323,0,2023-01-22 14:55:16,2023-01-22 14:55:23
LTE,410,1,50836,37326859,-1,68.8668,27.6312,1000,4,1,1674399325,1674399335,0,2023-01-22 14:55:25,2023-01-22 14:55:35
LTE,410,1,32861,37635596,-1,68.8683,27.6356,1000,15,1,1674399336,1674399392,0,2023-01-22 14:55:36,2023-01-22 14:56:32
LTE,410,3,11117,61870338,-1,68.8707,27.6422,1000,24,1,1674399376,1674399475,0,2023-01-22 14:56:16,2023-01-22 14:57:55
LTE,410,1,32861,36136459,-1,68.8699,27.6398,1000,4,1,1674399396,1674399405,0,2023-01-22 14:56:36,2023-01-22 14:56:45
LTE,410,1,32861,37334786,-1,68.8843,27.6796,1000,5,1,1674399756,1674399774,0,2023-01-22 15:02:36,2023-01-22 15:02:54
LTE,410,1,32861,37334787,-1,68.8873,27.6841,1000,10,1,1674399776,1674399998,0,2023-01-22 15:02:56,2023-01-22 15:06:38
LTE,410,1,32861,36007682,-1,68.8867,27.6845,1000,6,1,1674399816,1674399908,0,2023-01-22 15:03:36,2023-01-22 15:05:08
LTE,410,3,10061,36174849,-1,68.8878,27.6855,1000,6,1,1674399856,1674399948,0,2023-01-22 15:04:16,2023-01-22 15:05:48
LTE,410,1,32861,37291523,-1,68.8931,27.6863,1000,6,1,1674399966,1674400148,0,2023-01-22 15:06:06,2023-01-22 15:09:08
LTE,410,1,32861,37356546,-1,68.8931,27.6866,1000,7,1,1674400006,1674400156,0,2023-01-22 15:06:46,2023-01-22 15:09:16
LTE,410,1,32861,36007681,-1,68.8953,27.6858,1000,5,1,1674400016,1674402086,0,2023-01-22 15:06:56,2023-01-22 15:41:26
LTE,410,3,10061,36174850,-1,68.8928,27.6868,1000,2,1,1674400046,1674400058,0,2023-01-22 15:07:26,2023-01-22 15:07:38
LTE,410,1,32861,37291522,-1,68.8979,27.685,1000,7,1,1674400176,1674402118,0,2023-01-22 15:09:36,2023-01-22 15:41:58
LTE,410,1,32861,37334785,-1,68.9013,27.684,1000,7,1,1674400236,1674402258,0,2023-01-22 15:10:36,2023-01-22 15:44:18
LTE,410,1,32861,36007691,-1,68.8984,27.6849,1000,1,1,1674400326,1674400326,0,2023-01-22 15:12:06,2023-01-22 15:12:06
LTE,410,1,32861,37635585,-1,68.9056,27.6836,1000,11,1,1674402136,1674402527,0,2023-01-22 15:42:16,2023-01-22 15:48:47
LTE,410,1,50806,36136195,-1,68.9143,27.682,1000,30,1,1674402286,1674402645,0,2023-01-22 15:44:46,2023-01-22 15:50:45
LTE,410,3,11117,63948033,-1,68.9479,27.6777,2198,67,1,1674402676,1674402923,0,2023-01-22 15:51:16,2023-01-22 15:55:23
LTE,410,1,32861,37384961,-1,68.942,27.6771,1417,22,1,1674402686,1674402815,0,2023-01-22 15:51:26,2023-01-22 15:53:35
LTE,410,1,32861,47709443,-1,68.9582,27.6782,1000,15,1,1674402826,1674402875,0,2023-01-22 15:53:46,2023-01-22 15:54:35
LTE,410,1,32861,47709442,-1,68.976,27.68,1383,36,1,1674402876,1674403105,0,2023-01-22 15:54:36,2023-01-22 15:58:25
UMTS,410,3,31006,875017,41,68.9743,27.6798,1000,12,1,1674402926,1674403015,0,2023-01-22 15:55:26,2023-01-22 15:56:55
UMTS,410,3,31006,880006,104,68.9707,27.6794,1000,3,1,1674402926,1674402935,0,2023-01-22 15:55:26,2023-01-22 15:55:35
UMTS,410,3,31006,875008,9,68.9784,27.6802,1000,11,1,1674402976,1674403035,0,2023-01-22 15:56:16,2023-01-22 15:57:15
UMTS,410,3,31006,875016,36,68.9792,27.6803,1000,9,1,1674402996,1674403035,0,2023-01-22 15:56:36,2023-01-22 15:57:15
LTE,410,1,50801,36975362,-1,68.9812,27.6805,1000,12,1,1674403006,1674403061,0,2023-01-22 15:56:46,2023-01-22 15:57:41
UMTS,410,3,31011,888596,503,68.984,27.6807,1000,11,1,1674403036,1674403081,0,2023-01-22 15:57:16,2023-01-22 15:58:01
UMTS,410,3,31006,878273,344,68.9884,27.6812,1000,6,1,1674403086,1674403105,0,2023-01-22 15:58:06,2023-01-22 15:58:25
LTE,410,1,50801,36975363,-1,69.0137,27.6943,2740,59,1,1674403106,1674403355,0,2023-01-22 15:58:26,2023-01-22 16:02:35
LTE,410,1,32861,47709441,-1,68.9969,27.6843,1000,16,1,1674403126,1674403183,0,2023-01-22 15:58:46,2023-01-22 15:59:43
LTE,410,1,50801,36970499,-1,68.9993,27.6856,1000,4,1,1674403166,1674403174,0,2023-01-22 15:59:26,2023-01-22 15:59:34
LTE,410,1,33381,37340931,-1,69.004,27.6883,1000,5,1,1674403196,1674403205,0,2023-01-22 15:59:56,2023-01-22 16:00:05
UMTS,410,3,31006,878291,470,69.0225,27.7006,1800,52,1,1674403226,1674403394,0,2023-01-22 16:00:26,2023-01-22 16:03:14
UMTS,410,3,31006,880008,113,69.0214,27.7004,1829,35,1,1674403226,1674403394,0,2023-01-22 16:00:26,2023-01-22 16:03:14
UMTS,410,3,31006,880016,181,69.0295,27.7059,1000,21,1,1674403316,1674403394,0,2023-01-22 16:01:56,2023-01-22 16:03:14
LTE,410,1,50801,36970500,-1,69.0357,27.7186,1434,41,1,1674403366,1674403495,0,2023-01-22 16:02:46,2023-01-22 16:04:55
LTE,410,3,10113,36332802,-1,69.0364,27.7202,1363,12,1,1674403396,1674403504,0,2023-01-22 16:03:16,2023-01-22 16:05:04
LTE,410,3,11117,61863682,-1,69.0544,27.7557,4741,96,1,1674403416,1674403863,0,2023-01-22 16:03:36,2023-01-22 16:11:03
LTE,410,3,11117,61844481,-1,69.0495,27.7496,1306,38,1,1674403556,1674403673,0,2023-01-22 16:05:56,2023-01-22 16:07:53
LTE,410,1,50838,37501187,-1,69.0553,27.76,1000,25,1,1674403636,1674403716,0,2023-01-22 16:07:16,2023-01-22 16:08:36
LTE,410,1,50838,37251330,-1,69.0526,27.7558,1000,4,1,1674403646,1674403654,0,2023-01-22 16:07:26,2023-01-22 16:07:34
LTE,410,1,50838,37501185,-1,69.0604,27.7679,1000,11,1,1674403716,1674403746,0,2023-01-22 16:08:36,2023-01-22 16:09:06
LTE,410,1,50838,37251329,-1,69.0645,27.7743,1000,14,1,1674403746,1674403795,0,2023-01-22 16:09:06,2023-01-22 16:09:55
LTE,410,3,11117,61863683,-1,69.0752,27.7995,1901,37,1,1674403866,1674404014,0,2023-01-22 16:11:06,2023-01-22 16:13:34
LTE,410,1,33381,36174593,-1,69.0764,27.8028,1000,6,1,1674403936,1674403956,0,2023-01-22 16:12:16,2023-01-22 16:12:36
LTE,410,1,33381,36174605,-1,69.0787,27.8056,1000,5,1,1674403956,1674403966,0,2023-01-22 16:12:36,2023-01-22 16:12:46
LTE,410,1,33381,47894540,-1,69.08,27.8072,1000,4,1,1674403966,1674403975,0,2023-01-22 16:12:46,2023-01-22 16:12:55
LTE,410,3,10113,36244481,-1,69.0857,27.8143,1067,32,1,1674403966,1674404065,0,2023-01-22 16:12:46,2023-01-22 16:14:25
LTE,410,1,50838,36166147,-1,69.0811,27.8086,1000,4,1,1674403976,1674403984,0,2023-01-22 16:12:56,2023-01-22 16:13:04
LTE,410,1,33381,37339394,-1,69.0824,27.8102,1000,5,1,1674403986,1674403996,0,2023-01-22 16:13:06,2023-01-22 16:13:16
UMTS,410,1,3338,26577233,203,69.098,27.8295,2590,72,1,1674403996,1674404233,0,2023-01-22 16:13:16,2023-01-22 16:17:13
UMTS,410,1,3338,26563731,373,69.0949,27.8256,1785,31,1,1674404006,1674404144,0,2023-01-22 16:13:26,2023-01-22 16:15:44
UMTS,410,1,3338,26577242,274,69.0963,27.8274,1654,51,1,1674404026,1674404175,0,2023-01-22 16:13:46,2023-01-22 16:16:15
LTE,410,3,10113,36332803,-1,69.1014,27.8337,1825,39,1,1674404066,1674404224,0,2023-01-22 16:14:26,2023-01-22 16:17:04
UMTS,410,1,3338,26577203,199,69.0937,27.8242,1000,4,1,1674404076,1674404083,0,2023-01-22 16:14:36,2023-01-22 16:14:43
LTE,410,3,11117,62274562,-1,69.1035,27.8364,1000,14,1,1674404136,1674404175,0,2023-01-22 16:15:36,2023-01-22 16:16:15
UMTS,410,1,3338,26577293,83,69.1114,27.846,1000,17,1,1674404196,1674404243,0,2023-01-22 16:16:36,2023-01-22 16:17:23
LTE,410,3,11117,61862658,-1,69.1147,27.85,1000,14,1,1674404226,1674404264,0,2023-01-22 16:17:06,2023-01-22 16:17:44
UMTS,410,1,3338,26577275,75,69.1158,27.8514,1000,8,1,1674404246,1674404264,0,2023-01-22 16:17:26,2023-01-22 16:17:44
UMTS,410,1,3338,26577256,218,69.1279,27.8663,1916,52,1,1674404276,1674404455,0,2023-01-22 16:17:56,2023-01-22 16:20:55
LTE,410,3,10113,36256770,-1,69.1206,27.8574,1000,15,1,1674404276,1674404315,0,2023-01-22 16:17:56,2023-01-22 16:18:35
LTE,410,3,10113,36257025,-1,69.1287,27.8673,1000,28,1,1674404316,1674404413,0,2023-01-22 16:18:36,2023-01-22 16:20:13
UMTS,410,1,3338,26563805,297,69.1336,27.8734,1000,26,1,1674404356,1674404455,0,2023-01-22 16:19:16,2023-01-22 16:20:55
LTE,410,3,11117,61858819,-1,69.1635,27.8981,5008,96,1,1674404356,1674404825,0,2023-01-22 16:19:16,2023-01-22 16:27:05
UMTS,410,1,3338,26563744,370,69.1392,27.8802,1000,15,1,1674404426,1674404483,0,2023-01-22 16:20:26,2023-01-22 16:21:23
UMTS,410,1,3338,26563741,370,69.1499,27.8898,1530,45,1,1674404455,1674404605,0,2023-01-22 16:20:55,2023-01-22 16:23:25
UMTS,410,1,3338,26606086,14,69.209,27.9281,8307,100,1,1674404476,1674405065,0,2023-01-22 16:21:16,2023-01-22 16:31:05
UMTS,410,1,3338,26563802,297,69.1505,27.8905,1000,27,1,1674404496,1674404574,0,2023-01-22 16:21:36,2023-01-22 16:22:54
UMTS,410,1,3338,26577324,341,69.1858,27.9137,2915,89,1,1674404606,1674404883,0,2023-01-22 16:23:26,2023-01-22 16:28:03
LTE,410,3,10113,36332801,-1,69.166,27.9012,1000,11,1,1674404616,1674404644,0,2023-01-22 16:23:36,2023-01-22 16:24:04
UMTS,410,1,3338,26577321,341,69.1923,27.9178,3245,99,1,1674404626,1674404935,0,2023-01-22 16:23:46,2023-01-22 16:28:55
LTE,410,3,11117,61858818,-1,69.2084,27.928,1095,31,1,1674404826,1674404926,0,2023-01-22 16:27:06,2023-01-22 16:28:46
LTE,410,3,11116,61858307,-1,69.2574,27.9588,5721,137,1,1674404886,1674405394,0,2023-01-22 16:28:06,2023-01-22 16:36:34
UMTS,410,1,3338,26606081,12,69.2552,27.9574,4355,123,1,1674404936,1674405345,0,2023-01-22 16:28:56,2023-01-22 16:35:45
UMTS,410,3,31011,878636,306,69.239,27.9472,1000,4,1,1674405046,1674405053,0,2023-01-22 16:30:46,2023-01-22 16:30:53
UMTS,410,1,3338,26565052,321,69.2664,27.9644,2954,85,1,1674405066,1674405345,0,2023-01-22 16:31:06,2023-01-22 16:35:45
UMTS,410,1,3338,26565051,51,69.2569,27.9585,1085,31,1,1674405106,1674405195,0,2023-01-22 16:31:46,2023-01-22 16:33:15
UMTS,410,1,3338,26579182,41,69.2764,27.9707,1554,35,1,1674405196,1674405336,0,2023-01-22 16:33:16,2023-01-22 16:35:36
UMTS,410,1,3338,26579152,133,69.2859,27.9766,1000,12,1,1674405296,1674405345,0,2023-01-22 16:34:56,2023-01-22 16:35:45
LTE,410,1,33641,37443340,-1,69.2936,27.9815,1000,11,1,1674405346,1674405376,0,2023-01-22 16:35:46,2023-01-22 16:36:16
LTE,410,3,10113,36340739,-1,69.2952,27.9825,1000,5,1,1674405366,1674405376,0,2023-01-22 16:36:06,2023-01-22 16:36:16
LTE,410,1,33641,37443339,-1,69.2977,27.9841,1000,7,1,1674405376,1674405394,0,2023-01-22 16:36:16,2023-01-22 16:36:34
LTE,410,1,33641,37443329,-1,69.3,27.9855,1000,4,1,1674405396,1674405403,0,2023-01-22 16:36:36,2023-01-22 16:36:43
LTE,410,3,10113,36257283,-1,69.3064,27.9894,1000,32,1,1674405396,1674405593,0,2023-01-22 16:36:36,2023-01-22 16:39:53
LTE,410,1,33641,37605123,-1,69.3041,27.988,1000,9,1,1674405416,1674405450,0,2023-01-22 16:36:56,2023-01-22 16:37:30
LTE,410,1,33641,37605128,-1,69.3073,27.99,1000,6,1,1674405456,1674405491,0,2023-01-22 16:37:36,2023-01-22 16:38:11
LTE,410,1,33641,37605129,-1,69.3135,27.9939,1000,21,1,1674405496,1674405671,0,2023-01-22 16:38:16,2023-01-22 16:41:11
LTE,410,3,10113,36257282,-1,69.3166,27.9958,1000,13,1,1674405596,1674405693,0,2023-01-22 16:39:56,2023-01-22 16:41:33
LTE,410,1,33641,60935458,-1,69.3192,27.9975,1000,3,1,1674405676,1674405693,0,2023-01-22 16:41:16,2023-01-22 16:41:33
LTE,410,1,33641,37831944,-1,69.3218,27.9992,1000,9,1,1674405696,1674405734,0,2023-01-22 16:41:36,2023-01-22 16:42:14
LTE,410,3,10113,36963586,-1,69.3202,27.9982,1000,2,1,1674405696,1674405700,0,2023-01-22 16:41:36,2023-01-22 16:41:40
LTE,410,3,10113,36269314,-1,69.3287,28.0033,1000,29,1,1674405716,1674405815,0,2023-01-22 16:41:56,2023-01-22 16:43:35
LTE,410,1,33641,59941163,-1,69.3244,28.0008,1000,3,1,1674405736,1674405743,0,2023-01-22 16:42:16,2023-01-22 16:42:23
LTE,410,1,33641,59865641,-1,69.3263,28.0019,1000,6,1,1674405746,1674405765,0,2023-01-22 16:42:26,2023-01-22 16:42:45
LTE,410,1,33641,59865634,-1,69.3293,28.0038,1000,6,1,1674405766,1674405785,0,2023-01-22 16:42:46,2023-01-22 16:43:05
LTE,410,1,33641,59865633,-1,69.3353,28.0067,1000,16,1,1674405786,1674405834,0,2023-01-22 16:43:06,2023-01-22 16:43:54
LTE,410,3,10113,36300802,-1,69.3423,28.0095,1000,18,1,1674405816,1674405885,0,2023-01-22 16:43:36,2023-01-22 16:44:45
LTE,410,1,33641,37632267,-1,69.3433,28.0099,1000,4,1,1674405846,1674405855,0,2023-01-22 16:44:06,2023-01-22 16:44:15
LTE,410,1,50839,37486083,-1,69.3542,28.0144,1169,31,1,1674405856,1674405955,0,2023-01-22 16:44:16,2023-01-22 16:45:55
LTE,410,3,11116,61858305,-1,69.3836,28.0262,4244,55,1,1674405856,1674406487,0,2023-01-22 16:44:16,2023-01-22 16:54:47
LTE,410,3,11116,61859074,-1,69.3662,28.0195,2458,36,1,1674405866,1674406075,0,2023-01-22 16:44:26,2023-01-22 16:47:55
LTE,410,1,50839,37486082,-1,69.3743,28.023,1000,26,1,1674405966,1674406045,0,2023-01-22 16:46:06,2023-01-22 16:47:25
LTE,410,1,50839,37486081,-1,69.3849,28.0275,1000,8,1,1674406046,1674406066,0,2023-01-22 16:47:26,2023-01-22 16:47:46
UMTS,410,1,3364,26547211,333,69.3904,28.0299,1000,7,1,1674406076,1674406094,0,2023-01-22 16:47:56,2023-01-22 16:48:14
LTE,410,3,10113,36560898,-1,69.3918,28.0304,1000,6,1,1674406086,1674406102,0,2023-01-22 16:48:06,2023-01-22 16:48:22
LTE,410,1,33641,37862157,-1,69.4079,28.035,1632,14,1,1674406096,1674406487,0,2023-01-22 16:48:16,2023-01-22 16:54:47
LTE,410,1,33641,37862147,-1,69.401,28.0339,1000,28,1,1674406106,1674406285,0,2023-01-22 16:48:26,2023-01-22 16:51:25
UMTS,410,3,31011,883754,150,69.4878,28.0319,9282,141,1,1674406106,1674407301,0,2023-01-22 16:48:26,2023-01-22 17:08:21
LTE,410,1,33641,37862156,-1,69.4272,28.0384,1000,10,1,1674406643,1674406683,0,2023-01-22 16:57:23,2023-01-22 16:58:03
UMTS,410,3,31011,868823,12,69.4441,28.0408,2036,65,1,1674406643,1674406881,0,2023-01-22 16:57:23,2023-01-22 17:01:21
LTE,410,1,33641,37862146,-1,69.4463,28.0411,1600,45,1,1674406693,1674406862,0,2023-01-22 16:58:13,2023-01-22 17:01:02
UMTS,410,1,3426,26583173,125,69.4791,28.0392,1836,48,1,1674406873,1674407021,0,2023-01-22 17:01:13,2023-01-22 17:03:41
UMTS,410,1,3426,26579282,102,69.471,28.0412,1000,11,1,1674406893,1674406923,0,2023-01-22 17:01:33,2023-01-22 17:02:03
UMTS,410,1,3364,26579282,102,69.4816,28.0386,1569,42,1,1674406893,1674407021,0,2023-01-22 17:01:33,2023-01-22 17:03:41
UMTS,410,1,3426,26588553,450,69.4884,28.0368,1000,9,1,1674406973,1674406993,0,2023-01-22 17:02:53,2023-01-22 17:03:13
LTE,410,1,34261,37445901,-1,69.5051,28.0321,1000,26,1,1674407023,1674407103,0,2023-01-22 17:03:43,2023-01-22 17:05:03
LTE,410,1,34261,37445900,-1,69.5154,28.0284,1000,12,1,1674407103,1674407151,0,2023-01-22 17:05:03,2023-01-22 17:05:51
LTE,410,1,34261,37445890,-1,69.5237,28.0254,1000,19,1,1674407153,1674407240,0,2023-01-22 17:05:53,2023-01-22 17:07:20
LTE,410,1,34261,60635701,-1,69.5303,28.0231,1000,4,1,1674407243,1674407252,0,2023-01-22 17:07:23,2023-01-22 17:07:32
LTE,410,1,34261,60687411,-1,69.5379,28.0203,1000,16,1,1674407253,1674407322,0,2023-01-22 17:07:33,2023-01-22 17:08:42
LTE,410,1,34261,59903796,-1,69.5379,28.0203,1000,10,1,1674407273,1674407301,0,2023-01-22 17:07:53,2023-01-22 17:08:21
LTE,410,3,10114,36326659,-1,69.5488,28.0189,1000,20,1,1674407303,1674407373,0,2023-01-22 17:08:23,2023-01-22 17:09:33
LTE,410,3,10114,36297219,-1,69.5575,28.02,1442,24,1,1674407313,1674407431,0,2023-01-22 17:08:33,2023-01-22 17:10:31
LTE,410,1,34261,60687412,-1,69.5458,28.018,1000,4,1,1674407323,1674407331,0,2023-01-22 17:08:43,2023-01-22 17:08:51
LTE,410,1,34261,60687413,-1,69.548,28.0183,1000,5,1,1674407333,1674407343,0,2023-01-22 17:08:53,2023-01-22 17:09:03
LTE,410,1,34261,60687391,-1,69.5502,28.0187,1000,4,1,1674407343,1674407352,0,2023-01-22 17:09:03,2023-01-22 17:09:12
LTE,410,1,34261,60687392,-1,69.5586,28.0201,1000,8,1,1674407353,1674407422,0,2023-01-22 17:09:13,2023-01-22 17:10:22
LTE,410,1,34261,59116843,-1,69.5543,28.0196,1000,5,1,1674407363,1674407373,0,2023-01-22 17:09:23,2023-01-22 17:09:33
LTE,410,1,34261,59116842,-1,69.5565,28.02,1000,4,1,1674407373,1674407382,0,2023-01-22 17:09:33,2023-01-22 17:09:42
LTE,410,3,10114,36326658,-1,69.5565,28.02,1000,4,1,1674407373,1674407382,0,2023-01-22 17:09:33,2023-01-22 17:09:42
LTE,410,1,34261,59116841,-1,69.5594,28.0206,1000,7,1,1674407383,1674407401,0,2023-01-22 17:09:43,2023-01-22 17:10:01
LTE,410,1,34261,58908715,-1,69.5628,28.0211,1000,5,1,1674407403,1674407413,0,2023-01-22 17:10:03,2023-01-22 17:10:13
LTE,410,1,34261,58908714,-1,69.5671,28.0206,1000,4,1,1674407423,1674407431,0,2023-01-22 17:10:23,2023-01-22 17:10:31
LTE,410,1,34261,59116834,-1,69.5712,28.0193,1000,11,1,1674407433,1674407461,0,2023-01-22 17:10:33,2023-01-22 17:11:01
LTE,410,3,10114,36297218,-1,69.584,28.0203,1782,51,1,1674407433,1674407641,0,2023-01-22 17:10:33,2023-01-22 17:14:01
LTE,410,1,34261,60687393,-1,69.5757,28.0177,1000,5,1,1674407463,1674407473,0,2023-01-22 17:11:03,2023-01-22 17:11:13
LTE,410,1,34261,60517164,-1,69.5795,28.0174,1000,10,1,1674407473,1674407502,0,2023-01-22 17:11:13,2023-01-22 17:11:42
LTE,410,1,34261,47781891,-1,69.5844,28.019,1000,6,1,1674407513,1674407527,0,2023-01-22 17:11:53,2023-01-22 17:12:07
GSM,410,1,10840,10112,-1,69.5862,28.0198,1000,2,1,1674407533,1674407537,0,2023-01-22 17:12:13,2023-01-22 17:12:17
LTE,410,1,34261,37477132,-1,69.593,28.0226,1000,13,1,1674407543,1674407613,0,2023-01-22 17:12:23,2023-01-22 17:13:33
LTE,410,1,34261,47781901,-1,69.6121,28.0298,1587,40,1,1674407623,1674407762,0,2023-01-22 17:13:43,2023-01-22 17:16:02
UMTS,410,3,31011,873754,149,69.6076,28.0286,1000,19,1,1674407643,1674407711,0,2023-01-22 17:14:03,2023-01-22 17:15:11
LTE,410,1,34261,37477131,-1,69.6052,28.0277,1000,5,1,1674407663,1674407673,0,2023-01-22 17:14:23,2023-01-22 17:14:33
UMTS,410,3,31011,883914,144,69.61,28.0295,1000,21,1,1674407663,1674407723,0,2023-01-22 17:14:23,2023-01-22 17:15:23
UMTS,410,3,31011,905356,52,69.6151,28.0313,1000,5,1,1674407712,1674407723,0,2023-01-22 17:15:12,2023-01-22 17:15:23
GSM,410,3,51116,31629,-1,69.6186,28.0321,1000,7,1,1674407723,1674407741,0,2023-01-22 17:15:23,2023-01-22 17:15:41
LTE,410,1,50841,37668355,-1,69.6326,28.0348,1000,26,1,1674407763,1674407813,0,2023-01-22 17:16:03,2023-01-22 17:16:53
LTE,410,3,10114,36509955,-1,69.6374,28.0357,1295,41,1,1674407763,1674407853,0,2023-01-22 17:16:03,2023-01-22 17:17:33
LTE,410,1,50841,37668354,-1,69.6434,28.0369,1000,11,1,1674407813,1674407843,0,2023-01-22 17:16:53,2023-01-22 17:17:23
LTE,410,1,50841,37649410,-1,69.6548,28.0391,1000,26,1,1674407843,1674407903,0,2023-01-22 17:17:23,2023-01-22 17:18:23
LTE,410,3,10114,36509954,-1,69.6609,28.0403,1349,32,1,1674407853,1674407943,0,2023-01-22 17:17:33,2023-01-22 17:19:03
LTE,410,1,34261,60360755,-1,69.6678,28.0416,1000,16,1,1674407903,1674407933,0,2023-01-22 17:18:23,2023-01-22 17:18:53
LTE,410,3,10114,36510465,-1,69.6691,28.0418,1000,11,1,1674407913,1674407933,0,2023-01-22 17:18:33,2023-01-22 17:18:53
LTE,410,1,34261,60360748,-1,69.6743,28.0429,1000,11,1,1674407933,1674407953,0,2023-01-22 17:18:53,2023-01-22 17:19:13
LTE,410,3,10114,36706819,-1,69.6793,28.0438,1000,21,1,1674407943,1674407983,0,2023-01-22 17:19:03,2023-01-22 17:19:43
LTE,410,1,34261,60360747,-1,69.6781,28.0436,1000,6,1,1674407953,1674407963,0,2023-01-22 17:19:13,2023-01-22 17:19:23
LTE,410,1,34261,37634563,-1,69.6805,28.044,1000,6,1,1674407963,1674407973,0,2023-01-22 17:19:23,2023-01-22 17:19:33
LTE,410,1,34261,60360745,-1,69.6842,28.0447,1000,11,1,1674407973,1674407993,0,2023-01-22 17:19:33,2023-01-22 17:19:53
LTE,410,3,10114,36706817,-1,69.6872,28.0453,1000,12,1,1674407983,1674408011,0,2023-01-22 17:19:43,2023-01-22 17:20:11
LTE,410,1,34261,60360737,-1,69.6876,28.0454,1000,4,1,1674407993,1674408002,0,2023-01-22 17:19:53,2023-01-22 17:20:02
LTE,410,1,34261,37634561,-1,69.6911,28.0461,1000,8,1,1674408003,1674408023,0,2023-01-22 17:20:03,2023-01-22 17:20:23
LTE,410,3,10114,36706818,-1,69.6922,28.0463,1000,5,1,1674408013,1674408023,0,2023-01-22 17:20:13,2023-01-22 17:20:23
LTE,410,1,50841,37085187,-1,69.6956,28.0469,1000,7,1,1674408023,1674408041,0,2023-01-22 17:20:23,2023-01-22 17:20:41
LTE,410,3,10114,36707074,-1,69.697,28.0471,1000,11,1,1674408023,1674408053,0,2023-01-22 17:20:23,2023-01-22 17:20:53
LTE,410,1,34261,60373546,-1,69.699,28.0474,1000,5,1,1674408043,1674408053,0,2023-01-22 17:20:43,2023-01-22 17:20:53
LTE,410,1,34261,60373545,-1,69.7024,28.0471,1000,7,1,1674408053,1674408071,0,2023-01-22 17:20:53,2023-01-22 17:21:11
LTE,410,3,10114,36707331,-1,69.7037,28.0469,1000,11,1,1674408053,1674408083,0,2023-01-22 17:20:53,2023-01-22 17:21:23
LTE,410,1,34261,58908202,-1,69.7057,28.0464,1000,5,1,1674408073,1674408083,0,2023-01-22 17:21:13,2023-01-22 17:21:23
LTE,410,1,34261,60373538,-1,69.7079,28.0459,1000,4,1,1674408083,1674408092,0,2023-01-22 17:21:23,2023-01-22 17:21:32
LTE,410,3,10114,36707330,-1,69.7221,28.0457,3117,19,1,1674408083,1674408293,0,2023-01-22 17:21:23,2023-01-22 17:24:53
LTE,410,1,34261,58908201,-1,69.7123,28.045,1000,11,1,1674408093,1674408123,0,2023-01-22 17:21:33,2023-01-22 17:22:03
LTE,410,1,34261,58908194,-1,69.7187,28.0436,1000,10,1,1674408123,1674408151,0,2023-01-22 17:22:03,2023-01-22 17:22:31
LTE,410,3,10114,36560130,-1,69.7344,28.0444,2160,51,1,1674408123,1674408302,0,2023-01-22 17:22:03,2023-01-22 17:25:02
LTE,410,1,34261,60373537,-1,69.7251,28.0426,1000,11,1,1674408153,1674408181,0,2023-01-22 17:22:33,2023-01-22 17:23:01
LTE,410,1,34261,58908193,-1,69.74,28.0449,1167,28,1,1674408183,1674408281,0,2023-01-22 17:23:03,2023-01-22 17:24:41
LTE,410,1,34261,60373536,-1,69.7534,28.0473,1000,8,1,1674408283,1674408302,0,2023-01-22 17:24:43,2023-01-22 17:25:02
UMTS,410,1,3426,26583601,216,69.7724,28.0508,1716,25,1,1674408303,1674408423,0,2023-01-22 17:25:03,2023-01-22 17:27:03
LTE,410,3,10114,36338177,-1,69.7572,28.048,1000,4,1,1674408303,1674408311,0,2023-01-22 17:25:03,2023-01-22 17:25:11
LTE,410,3,10114,36348418,-1,69.7761,28.0514,1771,51,1,1674408313,1674408433,0,2023-01-22 17:25:13,2023-01-22 17:27:13
UMTS,410,1,3426,26563451,374,69.7651,28.0495,1000,4,1,1674408333,1674408341,0,2023-01-22 17:25:33,2023-01-22 17:25:41
UMTS,410,1,3426,26542912,401,69.7826,28.0526,1629,22,1,1674408343,1674408433,0,2023-01-22 17:25:43,2023-01-22 17:27:13
LTE,410,1,34261,47645698,-1,69.776,28.0514,1000,21,1,1674408353,1674408403,0,2023-01-22 17:25:53,2023-01-22 17:26:43
