Start IP,End IP,Country Code,Country,Region,City,CIDR
182.182.124.0,182.182.124.255,PK,Pakistan,Sindh,Hyderabad,182.182.124.0/24
182.182.125.0,182.182.125.255,PK,Pakistan,Sindh,Tando Jam,182.182.125.0/24
182.182.126.0,182.182.126.255,PK,Pakistan,Sindh,Thatta,182.182.126.0/24
182.182.127.0,182.182.127.255,PK,Pakistan,Sindh,Tando Allahyar,182.182.127.0/24
182.182.128.0,182.182.138.255,PK,Pakistan,Islamabad,Islamabad,182.182.128.0/21
182.182.139.0,182.182.139.255,PK,Pakistan,Khyber Pakhtunkhwa,Mansehra,182.182.139.0/24
182.182.140.0,182.182.191.255,PK,Pakistan,Islamabad,Islamabad,182.182.140.0/22
182.182.192.0,182.182.192.255,PK,Pakistan,Punjab,Murree,182.182.192.0/24
182.182.193.0,182.182.193.255,PK,Pakistan,Punjab,Hazro,182.182.193.0/24
182.182.194.0,182.182.194.255,PK,Pakistan,Punjab,Murree,182.182.194.0/24
182.182.195.0,182.182.195.255,PK,Pakistan,Punjab,Hazro,182.182.195.0/24
182.182.196.0,182.182.196.255,PK,Pakistan,Punjab,Rawalpindi,182.182.196.0/24
182.182.197.0,182.182.197.255,PK,Pakistan,Punjab,Hazro,182.182.197.0/24
182.182.198.0,182.182.198.255,PK,Pakistan,Islamabad,Islamabad,182.182.198.0/24
182.182.199.0,182.182.199.255,PK,Pakistan,Punjab,Rawalpindi,182.182.199.0/24
182.182.200.0,182.182.200.255,PK,Pakistan,Punjab,Hazro,182.182.200.0/24
182.182.201.0,182.182.202.255,PK,Pakistan,Punjab,Rawalpindi,182.182.201.0/24
182.182.203.0,182.182.204.255,PK,Pakistan,Punjab,Hazro,182.182.203.0/24
182.182.205.0,182.182.205.255,PK,Pakistan,Punjab,Murree,182.182.205.0/24
182.182.206.0,182.182.206.255,PK,Pakistan,Islamabad,Islamabad,182.182.206.0/24
182.182.207.0,182.182.208.255,PK,Pakistan,Punjab,Hazro,182.182.207.0/24
182.182.209.0,182.182.209.255,PK,Pakistan,Punjab,Murree,182.182.209.0/24
182.182.210.0,182.182.210.255,PK,Pakistan,Punjab,Rawalpindi,182.182.210.0/24
182.182.211.0,182.182.211.255,PK,Pakistan,Islamabad,Islamabad,182.182.211.0/24
182.182.212.0,182.182.212.255,PK,Pakistan,Punjab,Rawalpindi,182.182.212.0/24
182.182.213.0,182.182.214.255,PK,Pakistan,Punjab,Hazro,182.182.213.0/24
182.182.215.0,182.182.215.255,PK,Pakistan,Punjab,Rawalpindi,182.182.215.0/24
182.182.216.0,182.182.216.255,PK,Pakistan,Punjab,Murree,182.182.216.0/24
182.182.217.0,182.182.218.255,PK,Pakistan,Punjab,Hazro,182.182.217.0/24
182.182.219.0,182.182.219.255,PK,Pakistan,Punjab,Rawalpindi,182.182.219.0/24
182.182.220.0,182.182.220.255,PK,Pakistan,Punjab,Hazro,182.182.220.0/24
182.182.221.0,182.182.221.255,PK,Pakistan,Punjab,Rawalpindi,182.182.221.0/24
182.182.222.0,182.182.222.255,PK,Pakistan,Punjab,Chakwal,182.182.222.0/24
182.182.223.0,182.182.223.255,PK,Pakistan,Punjab,Rawalpindi,182.182.223.0/24
182.182.224.0,182.182.224.255,PK,Pakistan,Punjab,Hazro,182.182.224.0/24
182.182.225.0,182.182.225.255,PK,Pakistan,Punjab,Murree,182.182.225.0/24
182.182.226.0,182.182.226.255,PK,Pakistan,Punjab,Hazro,182.182.226.0/24
182.182.227.0,182.182.227.255,PK,Pakistan,Punjab,Rawalpindi,182.182.227.0/24
182.182.228.0,182.182.228.255,PK,Pakistan,Islamabad,Islamabad,182.182.228.0/24
182.182.229.0,182.182.229.255,PK,Pakistan,Punjab,Hazro,182.182.229.0/24
182.182.230.0,182.182.230.255,PK,Pakistan,Punjab,Rawalpindi,182.182.230.0/24
182.182.231.0,182.182.231.255,PK,Pakistan,Punjab,Hazro,182.182.231.0/24
182.182.232.0,182.182.232.255,PK,Pakistan,Islamabad,Islamabad,182.182.232.0/24
182.182.233.0,182.182.233.255,PK,Pakistan,Punjab,Hazro,182.182.233.0/24
182.182.234.0,182.182.234.255,PK,Pakistan,Punjab,Murree,182.182.234.0/24
182.182.235.0,182.182.236.255,PK,Pakistan,Punjab,Hazro,182.182.235.0/24
182.182.237.0,182.182.237.255,PK,Pakistan,Punjab,Jhelum,182.182.237.0/24
182.182.238.0,182.182.238.255,PK,Pakistan,Punjab,Rawalpindi,182.182.238.0/24
182.182.239.0,182.182.240.255,PK,Pakistan,Punjab,Hazro,182.182.239.0/24
182.182.241.0,182.182.241.255,PK,Pakistan,Punjab,Daultala,182.182.241.0/24
182.182.242.0,182.182.242.255,PK,Pakistan,Punjab,Rawalpindi,182.182.242.0/24
182.182.243.0,182.182.244.255,PK,Pakistan,Punjab,Hazro,182.182.243.0/24
182.182.245.0,182.182.245.255,PK,Pakistan,Punjab,Rawalpindi,182.182.245.0/24
182.182.246.0,182.182.247.255,PK,Pakistan,Islamabad,Islamabad,182.182.246.0/23
182.182.248.0,182.182.248.255,PK,Pakistan,Punjab,Hazro,182.182.248.0/24
182.182.249.0,182.182.249.255,PK,Pakistan,Punjab,Chakwal,182.182.249.0/24
182.182.250.0,182.182.254.255,PK,Pakistan,Punjab,Rawalpindi,182.182.250.0/23
182.182.255.0,182.182.255.255,PK,Pakistan,Punjab,Hazro,182.182.255.0/24
182.183.0.0,182.183.9.255,PK,Pakistan,Islamabad,Islamabad,182.183.0.0/21
182.183.10.0,182.183.11.255,PK,Pakistan,Punjab,Rawalpindi,182.183.10.0/23
182.183.12.0,182.183.13.255,PK,Pakistan,Islamabad,Islamabad,182.183.12.0/23
182.183.14.0,182.183.15.255,PK,Pakistan,Punjab,Rawalpindi,182.183.14.0/23
182.183.16.0,182.183.16.255,PK,Pakistan,Islamabad,Islamabad,182.183.16.0/24
182.183.17.0,182.183.17.255,PK,Pakistan,Punjab,Chakwal,182.183.17.0/24
182.183.18.0,182.183.20.255,PK,Pakistan,Islamabad,Islamabad,182.183.18.0/23
182.183.21.0,182.183.21.255,PK,Pakistan,Khyber Pakhtunkhwa,Haripur,182.183.21.0/24
182.183.22.0,182.183.28.255,PK,Pakistan,Islamabad,Islamabad,182.183.22.0/23
182.183.29.0,182.183.29.255,PK,Pakistan,Punjab,Attock City,182.183.29.0/24
182.183.30.0,182.183.30.255,PK,Pakistan,Islamabad,Islamabad,182.183.30.0/24
182.183.31.0,182.183.31.255,PK,Pakistan,Punjab,Rawalpindi,182.183.31.0/24
182.183.32.0,182.183.34.255,PK,Pakistan,Islamabad,Islamabad,182.183.32.0/23
182.183.35.0,182.183.35.255,PK,Pakistan,Khyber Pakhtunkhwa,Haripur,182.183.35.0/24
182.183.36.0,182.183.37.255,PK,Pakistan,Islamabad,Islamabad,182.183.36.0/23
182.183.38.0,182.183.38.255,PK,Pakistan,Punjab,Hazro,182.183.38.0/24
182.183.39.0,182.183.41.255,PK,Pakistan,Islamabad,Islamabad,182.183.39.0/24
182.183.42.0,182.183.42.255,PK,Pakistan,Khyber Pakhtunkhwa,Haripur,182.183.42.0/24
182.183.43.0,182.183.43.255,PK,Pakistan,Punjab,Rawalpindi,182.183.43.0/24
182.183.44.0,182.183.52.255,PK,Pakistan,Islamabad,Islamabad,182.183.44.0/22
182.183.53.0,182.183.53.255,PK,Pakistan,Punjab,Chakwal,182.183.53.0/24
182.183.54.0,182.183.54.255,PK,Pakistan,Punjab,Hazro,182.183.54.0/24
182.183.55.0,182.183.55.255,PK,Pakistan,Islamabad,Islamabad,182.183.55.0/24
182.183.56.0,182.183.56.255,PK,Pakistan,Punjab,Rawalpindi,182.183.56.0/24
182.183.57.0,182.183.57.255,PK,Pakistan,Khyber Pakhtunkhwa,Haripur,182.183.57.0/24
182.183.58.0,182.183.61.255,PK,Pakistan,Islamabad,Islamabad,182.183.58.0/23
182.183.62.0,182.183.62.255,PK,Pakistan,Punjab,Rawalpindi,182.183.62.0/24
182.183.63.0,182.183.72.255,PK,Pakistan,Islamabad,Islamabad,182.183.63.0/24
182.183.73.0,182.183.73.255,PK,Pakistan,Punjab,Rawalpindi,182.183.73.0/24
182.183.74.0,182.183.127.255,PK,Pakistan,Islamabad,Islamabad,182.183.74.0/23
182.183.128.0,182.183.133.255,PK,Pakistan,Balochistan,Quetta,182.183.128.0/22
182.183.134.0,182.183.134.255,PK,Pakistan,Balochistan,Nushki,182.183.134.0/24
182.183.135.0,182.183.135.255,PK,Pakistan,Balochistan,Quetta,182.183.135.0/24
182.183.136.0,182.183.136.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.136.0/24
182.183.137.0,182.183.138.255,PK,Pakistan,Balochistan,Quetta,182.183.137.0/24
182.183.139.0,182.183.140.255,PK,Pakistan,Balochistan,Kot Malik,182.183.139.0/24
182.183.141.0,182.183.141.255,PK,Pakistan,Balochistan,Quetta,182.183.141.0/24
182.183.142.0,182.183.142.255,PK,Pakistan,Balochistan,Kot Malik,182.183.142.0/24
182.183.143.0,182.183.143.255,PK,Pakistan,Balochistan,Quetta,182.183.143.0/24
182.183.144.0,182.183.144.255,PK,Pakistan,Balochistan,Kot Malik,182.183.144.0/24
182.183.145.0,182.183.146.255,PK,Pakistan,Balochistan,Quetta,182.183.145.0/24
182.183.147.0,182.183.147.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.147.0/24
182.183.148.0,182.183.148.255,PK,Pakistan,Balochistan,Quetta,182.183.148.0/24
182.183.149.0,182.183.150.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.149.0/24
182.183.151.0,182.183.151.255,PK,Pakistan,Balochistan,Quetta,182.183.151.0/24
182.183.152.0,182.183.152.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.152.0/24
182.183.153.0,182.183.153.255,PK,Pakistan,Balochistan,Quetta,182.183.153.0/24
182.183.154.0,182.183.154.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.154.0/24
182.183.155.0,182.183.155.255,PK,Pakistan,Balochistan,Quetta,182.183.155.0/24
182.183.156.0,182.183.156.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.156.0/24
182.183.157.0,182.183.157.255,PK,Pakistan,Balochistan,Quetta,182.183.157.0/24
182.183.158.0,182.183.158.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.158.0/24
182.183.159.0,182.183.159.255,PK,Pakistan,Balochistan,Quetta,182.183.159.0/24
182.183.160.0,182.183.161.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.160.0/23
182.183.162.0,182.183.162.255,PK,Pakistan,Balochistan,Quetta,182.183.162.0/24
182.183.163.0,182.183.163.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.163.0/24
182.183.164.0,182.183.164.255,PK,Pakistan,Balochistan,Kot Malik,182.183.164.0/24
182.183.165.0,182.183.166.255,PK,Pakistan,Balochistan,Quetta,182.183.165.0/24
182.183.167.0,182.183.167.255,PK,Pakistan,Balochistan,Kot Malik,182.183.167.0/24
182.183.168.0,182.183.168.255,PK,Pakistan,Balochistan,Quetta,182.183.168.0/24
182.183.169.0,182.183.169.255,PK,Pakistan,Balochistan,Qila Abdullah,182.183.169.0/24
182.183.170.0,182.183.174.255,PK,Pakistan,Balochistan,Quetta,182.183.170.0/23
182.183.175.0,182.183.176.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.175.0/24
182.183.177.0,182.183.177.255,PK,Pakistan,Balochistan,Musa Khel Bazar,182.183.177.0/24
182.183.178.0,182.183.178.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.178.0/24
182.183.179.0,182.183.179.255,PK,Pakistan,Balochistan,Quetta,182.183.179.0/24
182.183.180.0,182.183.180.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.180.0/24
182.183.181.0,182.183.182.255,PK,Pakistan,Balochistan,Quetta,182.183.181.0/24
182.183.183.0,182.183.183.255,PK,Pakistan,Balochistan,Usta Muhammad,182.183.183.0/24
182.183.184.0,182.183.184.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.184.0/24
182.183.185.0,182.183.185.255,PK,Pakistan,Balochistan,Quetta,182.183.185.0/24
182.183.186.0,182.183.186.255,PK,Pakistan,Balochistan,Gadani,182.183.186.0/24
182.183.187.0,182.183.187.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.187.0/24
182.183.188.0,182.183.189.255,PK,Pakistan,Balochistan,Kot Malik,182.183.188.0/23
182.183.190.0,182.183.190.255,PK,Pakistan,Balochistan,Alik Ghund,182.183.190.0/24
182.183.191.0,182.183.192.255,PK,Pakistan,Balochistan,Quetta,182.183.191.0/24
182.183.193.0,182.183.194.255,PK,Pakistan,Balochistan,Kot Malik,182.183.193.0/24
182.183.195.0,182.183.195.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.195.0/24
182.183.196.0,182.183.197.255,PK,Pakistan,Balochistan,Quetta,182.183.196.0/23
182.183.198.0,182.183.198.255,PK,Pakistan,Balochistan,Musa Khel Bazar,182.183.198.0/24
182.183.199.0,182.183.199.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.199.0/24
182.183.200.0,182.183.200.255,PK,Pakistan,Balochistan,Kot Malik,182.183.200.0/24
182.183.201.0,182.183.202.255,PK,Pakistan,Balochistan,Quetta,182.183.201.0/24
182.183.203.0,182.183.203.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.203.0/24
182.183.204.0,182.183.206.255,PK,Pakistan,Balochistan,Quetta,182.183.204.0/23
182.183.207.0,182.183.207.255,PK,Pakistan,Balochistan,Panjgur,182.183.207.0/24
182.183.208.0,182.183.208.255,PK,Pakistan,Balochistan,Quetta,182.183.208.0/24
182.183.209.0,182.183.210.255,PK,Pakistan,Balochistan,Kot Malik,182.183.209.0/24
182.183.211.0,182.183.211.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.211.0/24
182.183.212.0,182.183.212.255,PK,Pakistan,Balochistan,Kot Malik,182.183.212.0/24
182.183.213.0,182.183.214.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.213.0/24
182.183.215.0,182.183.224.255,PK,Pakistan,Balochistan,Quetta,182.183.215.0/24
182.183.225.0,182.183.225.255,PK,Pakistan,Balochistan,Kot Malik,182.183.225.0/24
182.183.226.0,182.183.226.255,PK,Pakistan,Balochistan,Quetta,182.183.226.0/24
182.183.227.0,182.183.227.255,PK,Pakistan,Balochistan,Alik Ghund,182.183.227.0/24
182.183.228.0,182.183.228.255,PK,Pakistan,Balochistan,Sibi,182.183.228.0/24
182.183.229.0,182.183.231.255,PK,Pakistan,Balochistan,Quetta,182.183.229.0/24
182.183.232.0,182.183.232.255,PK,Pakistan,Balochistan,Kot Malik,182.183.232.0/24
182.183.233.0,182.183.233.255,PK,Pakistan,Balochistan,Kalat,182.183.233.0/24
182.183.234.0,182.183.239.255,PK,Pakistan,Balochistan,Quetta,182.183.234.0/23
182.183.240.0,182.183.240.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.240.0/24
182.183.241.0,182.183.244.255,PK,Pakistan,Balochistan,Quetta,182.183.241.0/24
182.183.245.0,182.183.245.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.245.0/24
182.183.246.0,182.183.246.255,PK,Pakistan,Balochistan,Quetta,182.183.246.0/24
182.183.247.0,182.183.247.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.247.0/24
182.183.248.0,182.183.250.255,PK,Pakistan,Balochistan,Quetta,182.183.248.0/23
182.183.251.0,182.183.252.255,PK,Pakistan,Balochistan,Dera Murad Jamali,182.183.251.0/24
182.183.253.0,182.183.255.255,PK,Pakistan,Balochistan,Quetta,182.183.253.0/24
182.184.0.0,182.184.17.255,PK,Pakistan,Islamabad,Islamabad,182.184.0.0/20
182.184.18.0,182.184.18.255,PK,Pakistan,Punjab,Lahore,182.184.18.0/24
182.184.19.0,182.184.29.255,PK,Pakistan,Islamabad,Islamabad,182.184.19.0/24
182.184.30.0,182.184.30.255,PK,Pakistan,Punjab,Sialkot,182.184.30.0/24
182.184.31.0,182.184.32.255,PK,Pakistan,Islamabad,Islamabad,182.184.31.0/24
182.184.33.0,182.184.33.255,PK,Pakistan,Punjab,Lahore,182.184.33.0/24
182.184.34.0,182.184.50.255,PK,Pakistan,Islamabad,Islamabad,182.184.34.0/23
182.184.51.0,182.184.51.255,PK,Pakistan,Sindh,Karachi,182.184.51.0/24
182.184.52.0,182.184.57.255,PK,Pakistan,Islamabad,Islamabad,182.184.52.0/22
182.184.58.0,182.184.58.255,PK,Pakistan,Balochistan,Turbat,182.184.58.0/24
182.184.59.0,182.184.59.255,PK,Pakistan,Sindh,Gharo,182.184.59.0/24
182.184.60.0,182.184.66.255,PK,Pakistan,Islamabad,Islamabad,182.184.60.0/22
182.184.67.0,182.184.67.255,PK,Pakistan,Punjab,Bhopalwala,182.184.67.0/24
182.184.68.0,182.184.68.255,PK,Pakistan,Punjab,Lahore,182.184.68.0/24
182.184.69.0,182.184.69.255,PK,Pakistan,Punjab,Pakpattan,182.184.69.0/24
182.184.70.0,182.184.71.255,PK,Pakistan,Islamabad,Islamabad,182.184.70.0/23
182.184.72.0,182.184.72.255,PK,Pakistan,Sindh,Karachi,182.184.72.0/24
182.184.73.0,182.184.76.255,PK,Pakistan,Islamabad,Islamabad,182.184.73.0/24
182.184.77.0,182.184.77.255,PK,Pakistan,Sindh,Hyderabad,182.184.77.0/24
182.184.78.0,182.184.78.255,PK,Pakistan,Sindh,Karachi,182.184.78.0/24
182.184.79.0,182.184.79.255,PK,Pakistan,Balochistan,Sibi,182.184.79.0/24
182.184.80.0,182.184.82.255,PK,Pakistan,Islamabad,Islamabad,182.184.80.0/23
182.184.83.0,182.184.83.255,PK,Pakistan,Sindh,Pir jo Goth,182.184.83.0/24
182.184.84.0,182.184.87.255,PK,Pakistan,Islamabad,Islamabad,182.184.84.0/22
182.184.88.0,182.184.88.255,PK,Pakistan,Punjab,Faisalabad,182.184.88.0/24
182.184.89.0,182.184.92.255,PK,Pakistan,Punjab,Lahore,182.184.89.0/24
182.184.93.0,182.184.94.255,PK,Pakistan,Islamabad,Islamabad,182.184.93.0/24
182.184.95.0,182.184.95.255,PK,Pakistan,Punjab,Lahore,182.184.95.0/24
182.184.96.0,182.184.106.255,PK,Pakistan,Islamabad,Islamabad,182.184.96.0/21
182.184.107.0,182.184.107.255,PK,Pakistan,Sindh,Karachi,182.184.107.0/24
182.184.108.0,182.184.108.255,PK,Pakistan,Islamabad,Islamabad,182.184.108.0/24
182.184.109.0,182.184.109.255,PK,Pakistan,Sindh,Nawabshah,182.184.109.0/24
182.184.110.0,182.184.111.255,PK,Pakistan,Islamabad,Islamabad,182.184.110.0/23
182.184.112.0,182.184.113.255,PK,Pakistan,Sindh,Karachi,182.184.112.0/23
182.184.114.0,182.184.114.255,PK,Pakistan,Punjab,Rawalpindi,182.184.114.0/24
182.184.115.0,182.184.115.255,PK,Pakistan,Sindh,Karachi,182.184.115.0/24
182.184.116.0,182.184.116.255,PK,Pakistan,Sindh,Hyderabad,182.184.116.0/24
182.184.117.0,182.184.117.255,PK,Pakistan,Sindh,Karachi,182.184.117.0/24
182.184.118.0,182.184.121.255,PK,Pakistan,Islamabad,Islamabad,182.184.118.0/23
182.184.122.0,182.184.122.255,PK,Pakistan,Sindh,Karachi,182.184.122.0/24
182.184.123.0,182.184.255.255,PK,Pakistan,Islamabad,Islamabad,182.184.123.0/24
182.185.0.0,182.185.0.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.0.0/24
182.185.1.0,182.185.1.255,PK,Pakistan,Khyber Pakhtunkhwa,Swabi,182.185.1.0/24
182.185.2.0,182.185.2.255,PK,Pakistan,Khyber Pakhtunkhwa,Parachinar,182.185.2.0/24
182.185.3.0,182.185.3.255,PK,Pakistan,Khyber Pakhtunkhwa,Swabi,182.185.3.0/24
182.185.4.0,182.185.5.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.4.0/23
182.185.6.0,182.185.6.255,PK,Pakistan,Khyber Pakhtunkhwa,Topi,182.185.6.0/24
182.185.7.0,182.185.7.255,PK,Pakistan,Khyber Pakhtunkhwa,Nowshera,182.185.7.0/24
182.185.8.0,182.185.11.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.8.0/22
182.185.12.0,182.185.13.255,PK,Pakistan,Khyber Pakhtunkhwa,Miran Shah,182.185.12.0/23
182.185.14.0,182.185.14.255,PK,Pakistan,Khyber Pakhtunkhwa,Swabi,182.185.14.0/24
182.185.15.0,182.185.15.255,PK,Pakistan,Khyber Pakhtunkhwa,Miran Shah,182.185.15.0/24
182.185.16.0,182.185.16.255,PK,Pakistan,Khyber Pakhtunkhwa,Akora,182.185.16.0/24
182.185.17.0,182.185.17.255,PK,Pakistan,Khyber Pakhtunkhwa,Miran Shah,182.185.17.0/24
182.185.18.0,182.185.18.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.18.0/24
182.185.19.0,182.185.19.255,PK,Pakistan,Khyber Pakhtunkhwa,Topi,182.185.19.0/24
182.185.20.0,182.185.21.255,PK,Pakistan,Khyber Pakhtunkhwa,Miran Shah,182.185.20.0/23
182.185.22.0,182.185.22.255,PK,Pakistan,Khyber Pakhtunkhwa,Swabi,182.185.22.0/24
182.185.23.0,182.185.24.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.23.0/24
182.185.25.0,182.185.25.255,PK,Pakistan,Khyber Pakhtunkhwa,Karak,182.185.25.0/24
182.185.26.0,182.185.26.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.26.0/24
182.185.27.0,182.185.27.255,PK,Pakistan,Khyber Pakhtunkhwa,Miran Shah,182.185.27.0/24
182.185.28.0,182.185.28.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.28.0/24
182.185.29.0,182.185.29.255,PK,Pakistan,Khyber Pakhtunkhwa,Kohat,182.185.29.0/24
182.185.30.0,182.185.30.255,PK,Pakistan,Khyber Pakhtunkhwa,Miran Shah,182.185.30.0/24
182.185.31.0,182.185.31.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.31.0/24
182.185.32.0,182.185.32.255,PK,Pakistan,Khyber Pakhtunkhwa,Kohat,182.185.32.0/24
182.185.33.0,182.185.33.255,PK,Pakistan,Khyber Pakhtunkhwa,Miran Shah,182.185.33.0/24
182.185.34.0,182.185.35.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.34.0/23
182.185.36.0,182.185.36.255,PK,Pakistan,Khyber Pakhtunkhwa,Miran Shah,182.185.36.0/24
182.185.37.0,182.185.37.255,PK,Pakistan,Khyber Pakhtunkhwa,Akora,182.185.37.0/24
182.185.38.0,182.185.38.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.38.0/24
182.185.39.0,182.185.39.255,PK,Pakistan,Khyber Pakhtunkhwa,Shabqadar,182.185.39.0/24
182.185.40.0,182.185.40.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.40.0/24
182.185.41.0,182.185.41.255,PK,Pakistan,Khyber Pakhtunkhwa,Swabi,182.185.41.0/24
182.185.42.0,182.185.43.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.42.0/23
182.185.44.0,182.185.44.255,PK,Pakistan,Khyber Pakhtunkhwa,Miran Shah,182.185.44.0/24
182.185.45.0,182.185.45.255,PK,Pakistan,Khyber Pakhtunkhwa,Akora,182.185.45.0/24
182.185.46.0,182.185.46.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.46.0/24
182.185.47.0,182.185.47.255,PK,Pakistan,Khyber Pakhtunkhwa,Swabi,182.185.47.0/24
182.185.48.0,182.185.48.255,PK,Pakistan,Khyber Pakhtunkhwa,Miran Shah,182.185.48.0/24
182.185.49.0,182.185.51.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.49.0/24
182.185.52.0,182.185.52.255,PK,Pakistan,Khyber Pakhtunkhwa,Swabi,182.185.52.0/24
182.185.53.0,182.185.53.255,PK,Pakistan,Khyber Pakhtunkhwa,Miran Shah,182.185.53.0/24
182.185.54.0,182.185.54.255,PK,Pakistan,Khyber Pakhtunkhwa,Parachinar,182.185.54.0/24
182.185.55.0,182.185.55.255,PK,Pakistan,Khyber Pakhtunkhwa,Miran Shah,182.185.55.0/24
182.185.56.0,182.185.56.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.56.0/24
182.185.57.0,182.185.58.255,PK,Pakistan,Khyber Pakhtunkhwa,Swabi,182.185.57.0/24
182.185.59.0,182.185.63.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.59.0/24
182.185.64.0,182.185.64.255,PK,Pakistan,Khyber Pakhtunkhwa,Mardan,182.185.64.0/24
182.185.65.0,182.185.65.255,PK,Pakistan,Khyber Pakhtunkhwa,Miran Shah,182.185.65.0/24
182.185.66.0,182.185.66.255,PK,Pakistan,Khyber Pakhtunkhwa,Topi,182.185.66.0/24
182.185.67.0,182.185.67.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.67.0/24
182.185.68.0,182.185.68.255,PK,Pakistan,Khyber Pakhtunkhwa,Parachinar,182.185.68.0/24
182.185.69.0,182.185.69.255,PK,Pakistan,Khyber Pakhtunkhwa,Karak,182.185.69.0/24
182.185.70.0,182.185.70.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.70.0/24
182.185.71.0,182.185.71.255,PK,Pakistan,Khyber Pakhtunkhwa,Swabi,182.185.71.0/24
182.185.72.0,182.185.72.255,PK,Pakistan,Khyber Pakhtunkhwa,Zaida,182.185.72.0/24
182.185.73.0,182.185.75.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.73.0/24
182.185.76.0,182.185.76.255,PK,Pakistan,Khyber Pakhtunkhwa,Miran Shah,182.185.76.0/24
182.185.77.0,182.185.77.255,PK,Pakistan,Khyber Pakhtunkhwa,Swabi,182.185.77.0/24
182.185.78.0,182.185.79.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.78.0/23
182.185.80.0,182.185.80.255,PK,Pakistan,Khyber Pakhtunkhwa,Topi,182.185.80.0/24
182.185.81.0,182.185.83.255,PK,Pakistan,Khyber Pakhtunkhwa,Swabi,182.185.81.0/24
182.185.84.0,182.185.84.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.84.0/24
182.185.85.0,182.185.85.255,PK,Pakistan,Khyber Pakhtunkhwa,Miran Shah,182.185.85.0/24
182.185.86.0,182.185.86.255,PK,Pakistan,Khyber Pakhtunkhwa,Parachinar,182.185.86.0/24
182.185.87.0,182.185.87.255,PK,Pakistan,Khyber Pakhtunkhwa,Swabi,182.185.87.0/24
182.185.88.0,182.185.89.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.88.0/23
182.185.90.0,182.185.91.255,PK,Pakistan,Khyber Pakhtunkhwa,Zaida,182.185.90.0/23
182.185.92.0,182.185.92.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.92.0/24
182.185.93.0,182.185.93.255,PK,Pakistan,Khyber Pakhtunkhwa,Miran Shah,182.185.93.0/24
182.185.94.0,182.185.97.255,PK,Pakistan,Khyber Pakhtunkhwa,Swabi,182.185.94.0/23
182.185.98.0,182.185.98.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,182.185.98.0/24
182.185.99.0,182.185.99.255,PK,Pakistan,Khyber Pakhtunkhwa,Miran Shah,182.185.99.0/24
